acctno,actdt,deactdt,deactreason,goodcredit,rateplan,dealertype
1185458827033,1999-12-01,,,0,2,A1
1185492779633,1999-06-16,2000-12-11,NEED,1,2,B1
1185499937795,2001-01-08,,,0,2,C1
1185575087238,1999-04-01,,,1,3,A1
1185576709789,2000-12-19,,,1,1,A1
1185580937589,1999-06-08,2001-01-18,MOVE,1,3,A1
1185597166474,2000-12-18,,,1,2,A1
1185598434696,1999-12-28,,,0,1,A1
1185600049456,2000-05-02,2000-08-01,COMP,1,1,A2
1185602227569,1999-11-29,2000-08-21,NEED,0,1,A1
1185603649238,1999-12-16,,,1,2,C1
1185613955888,2000-12-16,,,1,2,A2
1185615523733,1999-05-11,,,0,1,A1
1185616627044,2000-09-15,,,1,1,A2
1185624850942,1999-02-18,1999-06-11,NEED,1,3,A1
1185628496944,2000-12-15,,,0,2,A1
1185654145133,2000-05-05,,,1,1,A2
1185685620736,2000-05-22,2001-01-12,COMP,1,2,B1
1185731984580,2000-08-25,2000-09-21,NEED,1,1,A1
1185763115778,1999-08-09,,,1,2,B1
1185766565708,1999-12-18,,,0,1,A1
1185812676475,2000-06-18,,,1,1,A1
1185831147056,2000-05-19,,,0,1,B1
1185852946868,1999-07-27,1999-08-16,NEED,1,1,C1
1185857160108,2000-12-26,,,1,1,A1
1185871367889,2001-01-04,,,0,2,C1
1185895512707,2000-11-03,,,1,1,A1
1185924362085,2000-09-10,,,0,1,A2
1185986465842,1999-08-27,2000-03-29,NEED,1,2,A1
1185994906845,2000-12-17,,,1,2,A1
1186001348358,2000-02-15,2000-11-08,DEBT,0,2,A1
1186026119640,1999-09-11,,,1,1,B1
1186029518838,1999-04-03,,,1,3,A1
1186030757054,1999-06-06,2000-12-19,DEBT,1,2,A1
1186053743055,1999-12-15,,,1,1,A1
1186062413593,2000-03-02,,,0,1,A1
1186065600582,2001-01-04,,,1,2,A1
1186085198282,2000-05-04,,,1,1,B1
1186096575456,2000-08-30,,,1,1,B1
1186112276378,1999-11-21,,,0,2,B1
1186132553673,2001-01-10,,,1,1,A1
1186136832121,2000-02-23,,,0,3,A2
1186165195063,1999-09-08,,,1,2,A1
1186176281286,2000-12-22,,,1,2,A1
1186195456248,1999-12-02,,,0,1,B1
1186198772138,2000-11-04,,,1,2,A1
1186210846275,2000-12-23,,,1,2,A1
1186213545576,2000-03-17,,,0,1,C1
1186249638408,1999-08-29,2000-03-20,DEBT,0,1,A2
1186262591366,1999-09-20,2000-12-04,DEBT,0,1,A1
1186281024103,1999-03-30,,,1,1,A1
1186301368578,2000-01-06,2000-03-10,COMP,1,1,A1
1186319032768,2000-01-15,2000-12-04,COMP,1,1,B1
1186322086259,2000-01-12,,,1,1,A1
1186336835298,1999-07-05,1999-12-05,COMP,1,1,A2
1186348568786,2000-11-28,,,1,2,A1
1186350822008,2000-11-07,,,1,1,A1
1186352437218,1999-10-09,,,1,1,A1
1186365866688,1999-04-06,,,1,3,A2
1186370868642,1999-11-11,2000-10-13,NEED,0,1,B1
1186394652928,2000-01-29,,,0,1,A1
1186417310880,1999-09-09,,,0,1,A1
1186417604634,2000-11-08,,,0,1,B1
1186427233491,2000-08-19,,,0,1,A1
1186440939840,1999-08-10,,,1,1,A1
1186441186824,2000-12-28,2000-12-28,,1,1,B1
1186446313536,1999-11-23,,,0,2,C1
1186447004656,1999-06-09,,,1,1,A2
1186460181887,2000-02-19,,,1,1,A1
1186482775257,2000-12-29,,,1,2,A1
1186501266700,1999-07-06,1999-10-21,NEED,1,3,A1
1186506195622,2001-01-03,,,0,1,A2
1186511708820,2000-09-05,,,1,1,B1
1186512945264,2000-10-26,,,1,1,A1
1186516167633,1999-08-19,,,1,1,A1
1186604050614,1999-08-06,,,1,1,A1
1186609552424,1999-07-27,,,0,3,A1
1186622749014,1999-11-05,2000-07-14,MOVE,0,2,A1
1186650820653,1999-10-06,,,1,1,A1
1186658861772,2000-01-10,,,1,1,B1
1186672170246,1999-05-14,1999-06-21,NEED,0,1,C1
1186677204078,2000-11-16,,,1,2,B1
1186681573963,1999-12-27,2000-10-23,NEED,1,1,B1
1186717384812,2000-09-21,2001-01-08,DEBT,0,2,A1
1186742770503,2000-10-20,,,1,2,B1
1186743001012,2000-03-15,,,0,1,A2
1186763784475,1999-05-07,,,0,2,A1
1186809533090,1999-11-30,2000-08-21,COMP,1,2,C1
1186812460663,2000-02-05,,,0,1,A1
1186819418696,1999-10-14,,,1,1,B1
1186819919713,1999-01-23,2000-06-27,COMP,1,1,A1
1186883504096,2000-07-21,,,0,1,A1
1186885245132,2000-06-11,,,0,1,A1
1186894997064,2000-12-24,,,1,1,A2
1186902258573,2000-05-05,,,0,1,A1
1186969819990,1999-12-03,,,1,2,A1
1186990119451,1999-07-16,2000-08-16,COMP,0,2,A1
1187004834541,1999-07-28,,,1,3,C1
1187024527008,2000-05-22,,,1,1,A1
1187029404356,1999-11-10,,,1,1,A1
1187046586905,1999-07-26,,,0,3,A1
1187057489228,2000-06-06,,,0,1,C1
1187097521283,2000-06-14,,,0,1,C1
1187115111108,2000-03-31,,,1,1,A1
1187120652778,2000-06-21,,,0,3,A1
1187123942343,1999-09-10,2000-05-16,NEED,1,2,A1
1187126410263,2000-12-01,,,1,1,A1
1187132958301,2000-06-10,,,1,1,A1
1187135579642,1999-07-13,,,1,1,A1
1187162314376,1999-12-10,2000-02-23,COMP,0,1,C1
1187166258358,2000-09-22,,,1,1,B1
1187169096533,2000-10-02,,,0,1,A1
1187175883860,1999-04-14,,,1,1,A1
1187182246227,2000-12-05,,,1,2,B1
1187191424988,2001-01-15,,,1,2,B1
1187191880736,1999-10-04,2000-11-15,MOVE,0,2,A1
1187196371520,2000-08-22,,,0,2,A2
1187206625832,2000-09-15,,,1,1,A1
1187232040726,1999-11-09,,,1,1,B1
1187238218482,2000-07-03,,,1,1,A1
1187259985822,2000-02-22,,,1,1,A2
1187355063912,2000-05-12,,,1,1,A1
1187368015162,1999-12-21,,,1,1,B1
1187397177333,1999-06-14,1999-09-13,COMP,0,1,A1
1187405277883,1999-02-04,2000-04-13,TECH,1,3,A1
1187405986350,1999-06-18,2000-10-13,DEBT,0,2,C1
1187406387141,2000-05-27,,,1,1,A1
1187408784647,2000-04-17,2000-07-11,TECH,1,1,A1
1187410835852,2000-04-07,,,1,3,B1
1187431435326,2001-01-12,,,1,3,C1
1187435516480,2000-03-20,,,1,1,A1
1187445237702,2000-11-17,,,1,1,B1
1187469319393,1999-10-28,,,1,3,A1
1187470663908,2000-06-14,,,0,1,A1
1187502152756,1999-10-01,,,1,1,A1
1187520573198,1999-09-28,2000-10-12,COMP,0,1,B1
1187526075938,2000-04-05,,,0,1,A1
1187535722013,2000-05-25,,,1,1,C1
1187537829627,2000-03-04,,,1,1,B1
1187542524583,1999-09-16,,,1,2,B1
1187546672896,2000-04-28,,,1,1,B1
1187548188235,2000-10-20,,,1,1,B1
1187552006763,1999-12-17,,,1,1,B1
1187553699978,1999-12-20,,,1,1,C1
1187558832028,1999-03-03,2000-09-19,COMP,1,1,A2
1187566481848,1999-08-30,,,1,1,A1
1187583636344,1999-12-18,2000-12-03,NEED,0,1,A2
1187585289054,2000-09-30,,,1,2,A1
1187588530704,1999-10-30,,,0,3,A1
1187597951808,2000-10-21,,,0,1,B1
1187623741293,1999-06-20,,,0,2,A1
1187630926836,1999-04-12,,,1,1,B1
1187655233556,1999-06-17,,,1,1,A1
1187663213388,2000-12-11,,,1,3,A1
1187666711703,2000-12-19,,,0,1,A1
1187667325186,2000-12-19,,,1,2,A2
1187689715691,2000-06-16,,,0,1,A2
1187704136068,1999-03-27,,,1,2,A1
1187717919648,1999-12-26,2000-12-20,MOVE,0,2,A2
1187735639258,2000-06-24,,,1,1,B1
1187740042128,1999-12-27,2000-11-01,MOVE,1,1,A2
1187740563068,2000-04-05,,,1,1,B1
1187771463313,2000-06-24,,,0,1,B1
1187775970248,1999-09-11,2000-12-20,TECH,1,1,A1
1187784865445,1999-07-16,,,1,1,A1
1187786123322,2000-12-30,,,1,2,A1
1187787838258,1999-05-26,,,1,2,A2
1187810747088,1999-09-21,,,1,1,A1
1187813585934,1999-11-26,2000-09-17,TECH,1,1,A1
1187832641496,2000-05-18,,,1,2,C1
1187833692102,1999-12-04,,,1,1,B1
1187835085408,1999-12-22,,,1,1,A1
1187841835407,1999-12-23,,,1,1,A1
1187848868640,2000-03-19,,,1,3,A1
1187867949243,2000-11-17,,,1,1,A1
1187908971504,1999-12-20,,,0,1,B1
1187914435086,1999-12-28,2000-01-03,NEED,1,1,B1
1187924526249,2000-10-24,,,0,1,C1
1187944409058,1999-06-23,,,1,1,A1
1187957044403,2001-01-12,,,0,2,C1
1187979761794,2000-01-02,,,1,1,A1
1187979923217,2000-04-07,,,1,1,A1
1187982362220,1999-06-18,,,1,1,B1
1188017928375,2000-11-09,,,1,1,C1
1188028854192,1999-11-08,2000-12-07,COMP,1,1,C1
1188029175756,2000-03-17,,,1,1,A2
1188029297792,2000-08-26,,,1,1,C1
1188029832559,1999-09-04,,,1,1,A1
1188034296156,1999-10-06,,,1,1,A1
1188046454764,2000-05-01,,,1,1,A1
1188048918488,2000-07-24,,,1,3,A1
1188135227528,2000-05-08,,,1,1,B1
1188164522733,1999-08-19,,,1,3,C1
1188177800190,2000-05-12,,,1,1,B1
1188184031142,1999-08-13,1999-11-03,MOVE,1,1,C1
1188196027551,2000-08-31,,,1,3,C1
1188199644684,2000-09-15,2001-01-11,DEBT,0,1,A1
1188202944270,2000-05-24,2000-06-16,NEED,1,1,C1
1188217573446,2000-07-08,,,1,1,A1
1188221923958,2000-07-27,,,1,1,A1
1188227766248,1999-07-15,,,1,1,A1
1188228866172,2000-11-29,,,0,3,C1
1188253607913,1999-06-10,,,0,1,A2
1188254324554,1999-11-13,2000-03-15,NEED,1,1,A2
1188259241838,2000-10-30,,,1,1,A1
1188269837666,2000-07-12,,,0,3,A1
1188284803916,1999-11-24,,,1,1,A2
1188288369145,1999-12-15,2000-11-20,COMP,0,1,A1
1188297656136,1999-12-24,,,0,1,A1
1188308879544,2000-12-08,,,1,1,C1
1188322618152,2000-04-18,,,1,1,A1
1188330525243,2000-06-20,,,1,1,A1
1188335873148,2000-12-20,,,0,1,C1
1188346999092,1999-12-20,,,1,1,A1
1188388072002,2000-07-20,,,1,1,A1
1188401955708,1999-11-02,,,1,1,A1
1188407247453,2000-03-22,,,1,2,B1
1188407370098,2000-03-20,,,1,3,A1
1188414337848,1999-07-02,,,0,1,A1
1188446259329,2000-12-27,,,1,1,C1
1188479805940,1999-12-04,,,0,3,A2
1188510314082,1999-12-15,2000-11-11,COMP,1,1,C1
1188529061269,2001-01-14,,,1,2,B1
1188530900568,1999-04-26,,,1,1,B1
1188541859788,1999-07-30,,,0,1,B1
1188572037388,2000-07-31,2000-10-10,COMP,1,1,B1
1188612797968,1999-07-24,,,0,1,A2
1188625053309,2000-12-23,,,1,1,A1
1188635203571,1999-10-26,2001-01-08,TECH,1,1,B1
1188644118378,2000-05-24,,,1,1,A2
1188651155643,2000-12-11,,,1,1,C1
1188671860617,2000-12-15,,,1,2,C1
1188678186153,1999-12-17,,,1,1,A2
1188690251658,1999-10-09,,,1,1,A1
1188693441680,1999-12-10,,,1,1,A1
1188704903484,2000-04-18,,,0,2,C1
1188708641822,1999-08-17,,,1,1,A2
1188719581464,2000-07-13,,,1,1,A1
1188721193838,2000-12-29,,,1,1,C1
1188739138821,1999-09-24,,,1,1,A1
1188759283258,2000-04-10,,,0,3,C1
1188773314084,1999-06-16,,,1,1,B1
1188777682410,1999-03-19,,,1,2,C1
1188782032848,2000-06-24,,,0,1,A1
1188794517336,2000-03-15,,,1,1,A1
1188812494248,2000-05-30,,,0,1,A2
1188836474220,1999-03-19,,,1,1,A2
1188871163328,1999-07-31,,,1,1,B1
1188871669307,2000-05-23,,,1,1,A1
1188874241358,2000-03-28,,,1,1,A1
1188881626950,1999-11-26,,,1,1,A2
1188881859288,2000-08-14,,,1,1,A1
1188886214295,2000-05-07,,,1,1,A1
1188899130436,1999-02-19,,,1,1,A1
1188915968493,2000-09-12,,,0,2,A1
1188945925848,1999-07-10,,,1,1,A2
1188948597875,2000-06-16,,,1,1,B1
1188951756704,1999-12-09,2000-12-14,DEBT,0,1,B1
1188951766352,1999-06-21,,,1,3,B1
1188954946288,1999-10-10,,,1,1,A1
1189000537785,1999-07-22,1999-10-03,COMP,0,1,A1
1189022353055,1999-08-11,2000-03-23,NEED,0,1,A1
1189028050168,1999-08-23,2000-11-12,NEED,0,3,A1
1189059263731,1999-03-26,,,1,1,A1
1189066200433,2000-04-25,2000-12-04,NEED,0,3,A1
1189071449668,2000-10-16,,,1,1,A1
1189088918034,2001-01-19,,,0,1,A1
1189097902156,2000-07-15,,,1,1,B1
1189115241968,2000-03-21,,,1,2,A1
1189115495238,1999-12-23,,,0,2,A1
1189117262828,1999-08-29,,,0,2,B1
1189133929108,2000-02-10,2000-07-27,COMP,1,1,B1
1189177435251,2000-10-18,,,0,1,A1
1189241138544,2000-06-07,2000-10-06,DEBT,0,1,B1
1189247410824,2001-01-09,,,1,1,A1
1189255620958,1999-12-12,,,0,3,A1
1189256019662,2000-02-19,,,1,1,A1
1189270479428,2001-01-05,,,1,2,A1
1189282032240,1999-03-25,,,1,1,A1
1189286330528,2000-09-26,,,1,1,B1
1189287799743,2000-04-03,,,1,1,A1
1189290163557,1999-06-02,,,1,1,A1
1189304716608,2000-07-19,2000-11-08,DEBT,1,1,A1
1189306410435,1999-12-09,,,1,1,A1
1189309923258,1999-03-22,,,1,2,C1
1189334511494,2000-03-17,,,1,1,C1
1189359671840,1999-12-06,2000-02-18,NEED,1,1,A1
1189360281588,1999-05-18,,,1,1,A1
1189379923728,2000-06-16,2000-10-05,DEBT,0,1,C1
1189380952480,2000-05-22,2000-09-25,COMP,1,2,A1
1189395131308,1999-12-18,2000-06-20,DEBT,0,3,A1
1189410124005,1999-12-09,,,1,1,A1
1189411751108,1999-09-13,,,1,1,B1
1189445562356,2000-02-28,,,0,1,A1
1189449692330,2000-05-31,,,0,1,A1
1189480106940,2000-01-02,2000-09-22,,0,2,A1
1189485197673,1999-04-09,,,1,3,B1
1189500702372,1999-06-11,,,1,1,C1
1189502718284,2000-08-30,,,1,3,A1
1189512731112,2000-12-23,,,1,2,B1
1189519962126,2000-06-05,,,1,1,A1
1189521716766,2000-10-30,,,0,1,C1
1189527096768,2000-06-23,,,1,3,B1
1189529785966,2000-03-20,,,1,1,A1
1189540501146,1999-12-23,,,1,1,A2
1189541356454,2000-12-22,,,1,2,A1
1189576728645,2000-05-27,,,1,1,A2
1189598426000,1999-11-24,,,0,1,A1
1189622666112,1999-03-25,,,0,3,A1
1189660392870,2000-10-03,2000-10-05,NEED,0,1,C1
1189693280625,2000-08-01,,,0,1,B1
1189695294728,1999-03-12,,,0,1,A2
1189722467328,2000-04-20,,,0,1,C1
1189723279238,2000-01-17,,,1,1,A1
1189784157264,1999-12-10,,,1,1,A1
1189795518444,1999-08-10,,,0,2,A1
1189807840432,2000-03-23,,,0,1,C1
1189808203692,2000-12-29,,,0,1,C1
1189812853878,2000-10-23,,,1,1,A1
1189822687385,2000-07-06,,,1,1,A1
1189866249568,2000-09-29,,,1,1,A1
1189873635968,1999-11-12,1999-11-13,,1,2,A1
1189908472428,2000-06-24,,,1,1,A1
1189912263592,1999-12-15,,,0,1,A1
1189915525280,1999-12-01,2000-07-22,COMP,1,1,A2
1189931394858,2000-11-21,,,1,1,A1
1189965044100,1999-09-27,2000-08-27,COMP,1,1,C1
1189974114528,1999-11-12,2000-08-21,MOVE,0,1,A1
1190006645208,2000-10-27,,,0,1,A1
1190053970514,2000-12-29,,,1,2,B1
1190059617988,2000-02-04,,,0,2,C1
1190062387104,1999-03-01,,,1,3,A1
1190073460054,1999-10-29,,,1,1,C1
1190085246724,2000-05-26,,,1,3,A1
1190109853668,1999-12-19,,,1,1,A2
1190126445243,1999-05-25,,,0,3,A1
1190131410102,2000-05-24,,,0,1,B1
1190142056760,1999-12-20,,,1,2,A1
1190148655572,2000-07-20,2001-01-18,COMP,0,1,A1
1190196801292,2000-08-09,2000-09-19,COMP,1,1,A1
1190224261968,2000-08-10,2000-10-23,COMP,1,1,A1
1190235908978,2001-01-15,,,1,2,B1
1190241162540,1999-11-26,,,1,1,A1
1190255601916,2000-11-10,,,1,1,A1
1190264251620,1999-08-27,2000-05-31,NEED,1,1,A2
1190271796527,1999-11-15,,,1,3,A2
1190325916686,2000-08-05,2001-01-16,DEBT,0,1,A1
1190368786680,2000-12-08,,,1,1,C1
1190374161518,2000-07-19,,,0,2,A1
1190392523448,2000-10-07,,,1,2,A1
1190401415324,2000-10-31,,,1,2,C1
1190410624212,1999-09-21,2000-11-21,COMP,1,1,A1
1190422002340,1999-10-14,,,1,3,A1
1190425329708,1999-02-25,,,1,3,A2
1190433841208,2001-01-05,,,0,2,C1
1190459729028,2001-01-13,,,1,1,A1
1190499590016,1999-12-14,,,1,1,A2
1190509480023,2000-12-01,,,1,1,A1
1190542864944,2000-02-24,2000-10-17,DEBT,0,1,A2
1190557114947,2000-11-27,2001-01-06,COMP,1,3,C1
1190563522125,2000-02-03,2000-06-22,NEED,1,1,A2
1190580936608,1999-12-22,,,1,1,A2
1190583936202,1999-01-22,,,1,1,A1
1190599331916,2000-06-03,,,1,1,A1
1190608920368,2000-12-16,,,1,2,A2
1190609984108,1999-12-15,,,1,2,A2
1190611022058,2000-10-27,,,1,1,A1
1190615994800,1999-03-09,,,0,3,B1
1190620567947,1999-11-11,,,1,1,A1
1190633965420,2000-08-30,2000-12-26,DEBT,1,1,C1
1190636765118,1999-07-30,,,1,2,A1
1190639570602,2000-04-02,,,1,2,A1
1190669727008,1999-12-18,,,1,1,A1
1190671627146,1999-07-08,,,0,3,A2
1190692411032,1999-12-01,,,1,1,A1
1190713736452,1999-09-05,,,0,1,A2
1190751243954,2000-08-07,,,0,2,A1
1190759077518,1999-03-16,,,1,3,A1
1190776739728,2000-03-21,,,1,2,A1
1190799610762,2000-10-26,,,0,1,C1
1190858800764,1999-10-12,,,1,1,C1
1190861335300,2000-02-26,,,0,2,A2
1190902554820,2000-01-03,,,1,1,A1
1190903254563,1999-12-07,,,1,2,B1
1190908298026,1999-08-21,1999-08-25,NEED,0,2,A2
1190927155600,2000-10-25,,,0,1,C1
1190929411663,1999-09-08,,,1,1,C1
1190968103883,2000-12-11,,,1,1,A1
1190976682752,2000-06-23,,,1,1,A2
1190988349678,2000-09-10,2000-10-19,NEED,1,1,A1
1191001213028,2000-09-07,,,0,1,C1
1191012214314,2000-07-15,,,0,1,B1
1191058173036,2000-12-17,,,1,2,B1
1191059696060,2000-10-23,2000-12-30,COMP,1,2,A1
1191063430158,2000-05-03,,,1,1,B1
1191067140036,1999-11-30,,,0,1,B1
1191078052084,2000-02-28,,,1,2,C1
1191079592625,1999-02-14,2000-12-03,NEED,1,1,A2
1191085019628,1999-12-02,,,1,1,B1
1191091788864,2000-11-30,,,1,1,C1
1191096418808,1999-12-22,,,1,1,C1
1191116966252,2000-02-14,,,0,1,A1
1191122941424,2000-03-03,,,1,3,A1
1191134464134,2000-10-03,,,1,1,C1
1191160389681,2000-06-16,,,0,1,A2
1191160460768,2000-10-14,,,1,1,A2
1191174381108,2000-02-10,,,1,1,C1
1191178472960,1999-10-11,2000-03-23,,0,3,A1
1191179291432,1999-09-07,,,1,1,B1
1191180558747,2000-01-20,2000-01-31,NEED,1,1,C1
1191192655355,2000-06-30,,,1,3,B1
1191193322880,1999-12-14,,,1,1,C1
1191216673612,2000-01-29,,,1,1,A2
1191219309747,2000-02-07,2000-08-11,NEED,0,1,C1
1191243884640,1999-05-30,,,0,1,A2
1191259394379,1999-08-23,,,1,1,C1
1191282484614,1999-12-11,,,0,1,A1
1191289957028,1999-10-01,,,1,3,A1
1191300030118,1999-12-12,2000-10-26,DEBT,0,1,B1
1191307828348,2000-07-19,,,1,1,B1
1191320497916,2000-11-24,,,0,3,A1
1191326215529,1999-11-21,2000-10-02,COMP,0,1,A1
1191362820336,2000-12-29,,,1,1,A1
1191372518314,2000-12-07,,,1,2,B1
1191385062096,2000-01-25,,,1,1,A1
1191403042232,2000-02-29,,,1,1,A1
1191420086203,1999-06-10,,,1,1,B1
1191421423300,2001-01-06,,,1,2,A1
1191425870523,1999-06-20,2000-08-02,NEED,0,1,A2
1191435691504,2000-06-15,,,0,1,B1
1191450062648,1999-12-27,,,1,1,A1
1191453310246,2001-01-14,,,1,2,A1
1191472179837,1999-03-18,,,0,2,A1
1191478493364,2001-01-13,,,1,1,A1
1191481788150,2000-12-22,2001-01-13,NEED,1,3,A2
1191495041241,2000-09-28,,,0,3,C1
1191507006854,2000-12-18,,,0,1,C1
1191522869820,2000-12-22,,,1,2,A2
1191524762048,1999-03-17,,,1,1,A1
1191527330112,2000-11-14,,,1,1,B1
1191591244378,2000-03-24,,,1,1,A1
1191593553630,1999-06-14,,,1,2,A1
1191617682608,1999-12-22,,,1,1,A1
1191620115168,2000-11-08,,,0,2,A1
1191620827098,2000-11-20,,,1,1,A1
1191626321992,2000-12-24,,,1,2,B1
1191628203402,2000-05-24,,,1,1,B1
1191672126528,2000-09-24,,,0,1,A1
1191680922768,1999-09-29,,,1,1,B1
1191702119343,2000-02-21,,,1,1,B1
1191739043424,1999-12-26,,,0,1,A1
1191741828518,1999-03-27,2000-04-06,MOVE,1,1,A1
1191748865607,1999-12-15,,,0,2,A1
1191766325760,2000-06-23,,,1,1,A1
1191810590430,1999-11-03,,,1,3,C1
1191834247200,2000-04-12,,,0,1,C1
1191850460170,1999-11-03,,,0,1,B1
1191866623874,2000-12-22,,,1,2,A1
1191894134136,2000-10-21,,,1,3,A1
1191945273644,1999-09-29,2000-12-19,DEBT,0,1,B1
1191971943250,2000-04-01,,,1,1,A2
1192009459056,1999-01-20,2001-01-04,COMP,1,2,A1
1192029320433,2000-04-05,2000-05-16,NEED,1,2,B1
1192045292666,2000-01-09,2000-06-30,COMP,1,1,A1
1192047225632,1999-07-19,,,1,2,C1
1192050265691,1999-11-21,,,1,1,A1
1192066934472,2000-05-11,,,0,3,A1
1192076715600,1999-11-20,2000-06-19,TECH,1,1,A1
1192096498383,2000-10-08,,,1,2,A1
1192124711165,2000-04-13,2000-09-13,COMP,1,1,A1
1192127952032,2000-10-13,,,1,1,A2
1192128649128,2000-11-02,,,1,1,A2
1192134957672,2000-07-27,2000-12-27,DEBT,0,2,B1
1192145970948,1999-10-18,,,1,1,A1
1192151812632,1999-06-29,2000-07-12,NEED,1,1,A2
1192186913691,2000-04-27,,,1,1,B1
1192209333864,2000-12-29,,,1,2,B1
1192212993168,2000-01-31,,,0,1,A1
1192245303138,1999-10-18,,,1,3,A1
1192258407001,1999-09-20,,,1,1,B1
1192271656884,2000-06-26,2000-12-17,COMP,0,1,A1
1192277487018,2001-01-15,,,1,2,A1
1192293483528,2000-07-29,,,1,1,A1
1192300585224,2000-08-29,2000-09-07,NEED,1,1,C1
1192304599056,2000-09-30,,,0,1,B1
1192308053708,2000-04-05,2000-12-19,DEBT,0,1,C1
1192321598016,2000-06-23,,,0,1,A1
1192325536033,1999-12-01,1999-12-16,NEED,1,1,B1
1192351751250,1999-03-16,,,0,3,A1
1192373987892,2000-10-23,,,0,1,B1
1192394276293,1999-07-30,,,1,3,A1
1192404379280,2000-05-28,,,0,1,A2
1192423095752,2000-05-14,,,1,1,A1
1192443522632,1999-11-16,,,0,1,A1
1192461086719,2000-05-17,2000-08-21,NEED,1,1,B1
1192464423600,2000-03-27,,,1,1,B1
1192492168300,2001-01-03,,,0,2,C1
1192497659760,2000-06-07,,,1,1,A1
1192517561126,1999-12-24,,,1,1,A2
1192521486979,2000-12-19,,,1,1,C1
1192523385984,2000-11-14,,,1,1,A1
1192548107433,2000-06-14,,,1,1,A1
1192551174930,1999-12-24,,,1,1,A1
1192556828334,2000-07-31,,,0,1,B1
1192569540999,2000-06-26,,,1,3,A1
1192578678996,2000-03-28,,,1,2,B1
1192590305952,1999-10-27,,,1,1,A1
1192603669638,1999-05-06,,,1,1,B1
1192632260685,2000-06-10,,,0,1,A1
1192653975048,1999-05-26,1999-07-26,NEED,1,3,A1
1192659394924,2000-10-31,2000-12-01,TECH,1,1,A1
1192664218650,1999-12-28,,,0,1,A1
1192666801736,2000-12-04,,,1,1,C1
1192670938905,1999-12-15,,,0,1,A2
1192703257383,1999-10-18,,,0,3,A1
1192707697800,1999-10-01,,,0,2,A1
1192728904372,2000-07-13,,,1,2,C1
1192737780944,1999-05-20,1999-08-26,NEED,1,3,A1
1192739461568,2000-10-29,,,1,2,A1
1192745932143,1999-10-18,,,1,1,A1
1192751380374,2000-12-23,,,1,2,A1
1192771746861,2000-05-13,,,1,1,A1
1192774158728,2000-11-06,2000-11-22,NEED,1,1,A1
1192775766728,1999-10-23,,,0,1,A1
1192817420340,2001-01-11,,,0,2,A1
1192821879903,2000-06-20,,,0,3,A2
1192822205309,1999-11-09,,,1,3,A1
1192842148951,2000-07-18,,,1,1,B1
1192843836744,1999-07-29,,,0,1,B1
1192855642240,1999-04-02,2000-10-17,DEBT,1,3,B1
1192861561872,2000-12-12,,,1,2,A1
1192873862553,1999-05-31,1999-11-22,TECH,0,3,A1
1192875849408,1999-11-18,,,1,1,A2
1192907119044,1999-03-10,1999-03-18,TECH,1,3,A1
1192916349246,1999-10-20,,,1,1,A1
1192930685034,2000-12-23,,,1,1,A1
1192986189488,2000-04-05,,,0,1,A1
1192997722234,1999-12-31,,,1,1,A1
1193018051236,2000-09-23,,,0,1,A1
1193026300404,1999-12-20,,,1,1,B1
1193032200882,2000-03-09,2000-10-17,COMP,1,1,B1
1193032295406,1999-07-14,,,1,3,A1
1193035754368,1999-08-08,,,0,1,A1
1193054862774,1999-08-23,,,0,1,A1
1193067163796,1999-12-18,,,1,2,A2
1193076812483,1999-07-30,,,1,3,A1
1193095368668,1999-03-27,,,1,1,A1
1193111551311,1999-12-11,2000-05-12,COMP,1,1,A1
1193116138816,1999-07-31,,,1,1,B1
1193124693653,2000-05-23,,,1,3,A2
1193131192977,1999-03-26,1999-07-16,COMP,1,1,A1
1193175499754,1999-08-26,2000-08-10,TECH,0,2,A1
1193192383848,1999-02-05,,,1,1,A1
1193194998308,1999-12-09,,,0,1,A1
1193201391519,1999-11-21,2000-12-24,NEED,1,1,A2
1193201458336,2000-06-07,,,1,1,A1
1193246676672,1999-10-27,,,1,1,A1
1193247578238,1999-12-23,,,1,1,A1
1193251604983,2000-04-25,2000-10-18,NEED,0,1,A2
1193261585358,1999-12-17,,,0,1,B1
1193282241018,1999-07-29,,,1,1,B1
1193282979360,1999-04-30,2000-07-21,DEBT,0,3,B1
1193290859055,2000-03-22,,,1,3,A1
1193311452742,1999-01-22,,,1,2,C1
1193327336580,2000-12-12,,,1,3,A1
1193337832268,1999-03-27,,,1,3,A2
1193338852627,2000-04-17,,,1,1,C1
1193347450368,1999-02-05,,,1,1,A2
1193383115880,2000-01-23,2000-11-09,NEED,0,1,A1
1193400540504,1999-12-26,2000-08-18,COMP,0,1,B1
1193443469098,1999-11-22,2000-06-07,COMP,0,1,A1
1193449080486,2000-12-30,,,1,2,B1
1193455586438,1999-07-09,,,1,1,A2
1193476716894,2000-07-20,,,0,1,B1
1193510644980,2000-05-12,,,1,1,A1
1193525857533,2000-12-11,,,1,2,C1
1193540712428,2000-04-08,,,1,2,A1
1193541241728,1999-11-12,1999-12-12,NEED,1,1,A1
1193544532500,1999-07-27,,,0,3,A1
1193553612868,2000-03-14,,,1,1,A1
1193569954848,1999-10-05,,,0,1,A1
1193576691408,1999-02-08,2000-12-08,COMP,1,3,A2
1193577511638,2000-01-01,,,0,1,A1
1193578263454,2001-01-12,,,1,1,A1
